label;genre
Andy Doonan;['Alternative rock', 'Pop rock', 'Acoustic music']
Andy Duguid;Trance music
Andy Dunlop;['Britpop', 'Alternative rock']
Andy Egert;Blues
Andy Ellison;['New wave music', 'Psychedelic rock', 'Proto-punk', 'Pop rock', 'Freakbeat']
Andy Fairweather Low;['Pop music', 'Rock music', 'Blues rock']
Andy Farag;['Progressive rock', 'Jam band']
Andy Fletcher (musician);['New wave music', 'Industrial rock', 'Synthpop', 'Alternative rock', 'Electronic rock', 'Alternative dance']
Andy Fraser;['Hard rock', 'Blues rock']
Andy Gee;['House music', 'Rock music']
Andy Gerold;Alternative rock
Andy Gibb;Disco
Andy Gibson (singer);Country music
Andy Gill;Post-punk
Andy Grammer;['Pop music', 'Pop rock', 'Country pop', 'Soul']
Andy Granelli;Punk rock
Andy Griggs;Country music
Andy Gullahorn;['Folk music', 'Contemporary Christian music', 'Folk rock']
Andy Hawkins (musician);['Noise rock', 'Drone music', 'Experimental music']
Andy Hess;['Blues', 'Rock music', 'Southern rock']
Andy Hilfiger;Classic rock
Andy Hui;Cantopop
Andy Hull;['Progressive rock', 'Indie rock', 'Alternative rock', 'Folk rock', 'Acoustic music']
Andy Hummel;Power pop
Andy Hunter (DJ);['Trance music', 'Techno', 'List of Christian dance electronic and techno artists']
Andy Hurley;['Heavy metal music', 'Hardcore punk', 'Alternative rock', 'Pop punk']
Andy Irvine (musician);['Folk music', 'Old-time music', 'American folk music', 'Folk music of England', 'Folk music of Ireland', 'Australian folk music', 'Music of Southeastern Europe', 'Scottish folk music', 'Music of Bulgaria']
Andy Johns;Rock music
Andy Jordan (TV personality);['Folk music', 'Pop music', 'Acoustic music']
Andy Kent;Rock music
Andy Kerr (musician);['Punk rock', 'Progressive rock', 'Pop punk', 'Punk jazz', 'Post-punk']
Andy Kim;Pop rock
Andy Kirk (musician);Jazz
Andy Kubiszewski;['New wave music', 'Industrial rock', 'Synthpop', 'Alternative rock', 'Jazz', 'Classical music']
Andy Kuntz;['Progressive rock', 'Progressive metal', 'Musical theatre']
Andy LaPlegua;['Heavy metal music', 'Hardcore punk', 'Industrial rock', 'Rockabilly', 'Industrial metal', 'Electro-industrial', 'Hip hop music']
Andy LaRocque;['Black metal', 'Death metal', 'Heavy metal music', 'Thrash metal', 'Neoclassical metal']
Andy Lau;['Mandopop', 'Cantopop']
Andy LeMaster;['Indie rock', 'Experimental rock', 'Singer-songwriter']
Andy Lee (South Korean singer);['Hip hop music', 'K-pop', 'Dance music']
Andy Lewis (bassist);Rock music
Andy Mackay;['Rhythm and blues', 'Glam rock', 'Art rock']
Andy Malecek;['Hard rock', 'Glam metal', 'Pop rock']
Andy Marvel;['Pop music', 'Rock music', 'Rhythm and blues', 'Dance music']
Andy McCluskey;['New wave music', 'Synthpop', 'Post-punk', 'Electronic music', 'Experimental music']
Andy McCoy;['Flamenco', 'Punk rock', 'Rock and roll', 'Glam rock', 'Hard rock', 'Blues rock', 'Glam punk']
Andy McKee;['American folk music', 'Fingerstyle guitar']
Andy Middleton;['Jazz', 'Classical music']
Andy Mineo;['Christian hip hop', 'Hip hop music']
Andy Montañez;['Salsa music', 'Bolero']
Andy Moor (The Ex);['Punk rock', 'Noise music', 'Electronic music', 'Improvisation', 'Avant-garde music']
Andy Moor (musician);['Trance music', 'Progressive house']
Andy Newmark;['Funk', 'Rock music', 'Rhythm and blues', 'Soul music']
Andy Nicholson;['Indie rock', 'Garage rock', 'Post-punk revival', 'Hip hop music']
Andy Palacio;Punta
Andy Paley;['Power pop', 'Film score']
Andy Parker (musician);['Heavy metal music', 'Hard rock', 'Glam metal']
Andy Partridge;New wave music
Andy Patalan;Alternative rock
Andy Paul;['Pop music', 'Dance music']
Andy Powell;['Art rock', 'Progressive rock', 'Hard rock']
Andy Richards;['Folk music', 'Alternative rock', 'Jazz']
Andy Rinehart;['Jazz fusion', 'Crossover music']
Andy Roberts (musician);Rock music
Andy Roda;['Pop music', 'Soul music', 'Electronic music']
Andy Ross;['Electronica', 'Indie rock', 'Indie pop']
Andy Rourke;['Alternative rock', 'Indie pop']
Andy Samberg;['Comedy music', 'Sketch comedy', 'Anti-humor', 'Physical comedy', 'Improvisational theatre']
Andy Santana;['Blues', 'Soul music', 'Swing music', 'Chicago blues', 'American folk music']
Andy Scott-Lee;['Pop music', 'Rhythm and blues', 'Soul music']
Andy Scott (guitarist);['Heavy metal music', 'Glam rock', 'Hard rock']
Andy Scott (saxophonist and composer);['Jazz', 'Classical music']
Andy Sheppard;Post-bop
Andy Shernoff;['Punk rock', 'Rock and roll', 'Hard rock', 'Garage rock', 'Proto-punk']
Andy Silvester;Blues
Andy Simpkins;Jazz
Andy Skib;['Alternative rock', 'Pop rock']
Andy Sneap;['Heavy metal music', 'Thrash metal']
Andy Stamets;['Punk rock', 'Alternative rock']
Andy Stewart (musician);['Folk music', 'Comedy music']
Andy Stochansky;Music
Andy Strachan;['Punk rock', 'Alternative rock']
Andy Sturmer;['Punk rock', 'Alternative rock', 'Power pop', 'Comedy rock']
Andy Summers;['New wave music', 'Rock music', 'Reggae', 'Progressive rock', 'Jazz fusion', 'Post-punk', 'Jazz']
Andy Susemihl;['Heavy metal music', 'Progressive rock', 'Hard rock', 'Blues rock', 'Pop rock']
Andy Taylor (guitarist);['New wave music', 'Rock music']
Andy Timmons;['Hard rock', 'Instrumental rock']
Andy Ward (musician);['Progressive rock', 'Canterbury scene', 'Neo-progressive rock']
Andy Warren (Canadian musician);Blue-eyed soul
Andy West;['Rock music', 'Instrumental rock', 'Jazz fusion']
Andy White (drummer);['Rock and roll', 'Swing music']
Andy Williams;Traditional pop music
Andy Williams (Doves);Indie rock
Andy Winter (musician);['Progressive metal', 'Neoclassical metal', 'Melodic death metal', 'Avant-garde metal']
Andy Yorke;Acoustic music
Andy de Jarlis;Folk music
Ane Brun;['Folk music', 'Pop music', 'Art pop']
Ane Carmen Roggen;Jazz
Aneek Dhar;['India', 'Filmi']
Aneeka;['Pop music', 'Rhythm and blues']
Aneela Mirza;['Pop music', 'Contemporary R&B']
Aneka;['Folk music', 'Pop music']
Anel Paz;Jazz
Anelia;['Chalga', 'Pop-folk', 'Balkan_pop']
Aneta Langerová;Alternative rock
Aneta Sablik;['Pop music', 'Dance-pop', 'Pop rock']
Anette Askvik;['Pop music', 'Art pop']
Anette Olzon;['Symphonic rock', 'Hard rock', 'Alternative rock', 'Folk rock', 'Power metal', 'Symphonic metal', 'Pop rock', 'Classic rock']
Angaleena Presley;Country music
Angaraag Mahanta;['Folk music', 'Indian people']
Ange Hardy;Folk music of England
Angel (British musician);['Grime music', 'Contemporary R&B', 'Hip hop music']
Angel Bartolotta;['Heavy metal music', 'Industrial rock', 'Alternative metal']
Angel Boi;['Hip hop music', 'Latin music (genre)']
Angel Corpus Christi;['Rock music', 'Indie rock']
Angel Deradoorian;Experimental rock
Angel Faith;['Pop music', 'Rhythm and blues', 'Urban contemporary']
Angel Haze;Hip hop music
Angel Ibarra;Post-hardcore
Angel Jordanov Kapsov;['Pop music', 'Chalga']
Angel Lam;['Folk music', 'World music', 'Crossover music', 'Classical music', 'Theatre']
Angel Olsen;['Folk music', 'Indie rock', 'Folk rock']
Angel Taylor;['Pop music', 'Soul music']
Angela Aki;['Pop music', 'Jazz']
Angela Au;Cantopop
Angela Bofill;['Contemporary R&B', 'Jazz', 'Dance music']
Angela Desveaux;['Pop music', 'Rock music', 'Alternative country']
Angela Dimitriou;['Pop music', 'Music of Greece', 'Laika']
Angela Gossow;['Death metal', 'Thrash metal', 'Melodic death metal']
Angela Groothuizen;Pop music
Angela Hunte;['Rhythm and blues', 'Soca music', 'Hip hop music']
Angela McCluskey;['Alternative rock', 'Pop rock', 'Electronic music']
Angela Moldovan;['Opera', 'Romanian popular music']
Angela Spivey;['Contemporary Christian music', 'Gospel music', 'Traditional black gospel', 'Urban contemporary gospel']
Angela Strehli;['Electric blues', 'Texas blues']
Angela Winbush;['Soul music', 'Contemporary R&B']
Angelia Robinson;['Rhythm and blues', 'Contemporary Christian music', 'Gospel music', 'Contemporary worship music', 'New jack swing', 'Urban contemporary gospel']
Angelica Rylin;['Hard rock', 'Gothic rock', 'Symphonic metal', 'Pop rock', 'Gothic metal', 'Album-oriented rock']
Angelica Segerbäck;['Gothic rock', 'Synthpop', 'Dark wave']
Angelika Dela Cruz;['Pop music', 'Contemporary R&B', 'Music of the Philippines']
Angelina (singer);['Dance-pop', 'Latin pop', 'Freestyle music']
Angeline Quinto;Ballad
AngeliyA;['Pop music', 'Eurodance']
Angelo Badalamenti;['Ambient music', 'Jazz', 'Film score']
Angelo Earl;['Blues', 'Rhythm and blues', 'Hard rock', 'Jazz fusion', 'Blues rock', 'Jazz']
Angelo Garcia;['Pop music', 'Dance music']
Angelo Moore;['Alternative rock', 'Funk metal', 'Ska punk', 'Spoken word']
Angger Dimas;['Tech house', 'Progressive house', 'Moombahton', 'Electro house', 'Trap music']
Angie Aparo;Folk music
Angie Brown;Dance music
Angie Fisher;Rhythm and blues
Angie Hart;Pop music
Angie Martinez;Hip hop music
Angie Miller (American singer);['Alternative rock', 'Electropop', 'Pop rock']
Angie Reed;['Electroclash', 'Electro (music)']
Angie Stone;['Soul music', 'Neo soul']
Angrej Ali;['Bhangra (music)', 'Indian pop']
Angry Anderson;['Rock and roll', 'Hard rock', 'Blues rock']
Angus MacLise;Avant-garde music
Angus Stone;['Blues', 'Folk music', 'Rock music', 'Acoustic music']
Angus Tarnawsky;['Electronic music', 'Experimental music', 'Sound art']
Angus Tung;Mandopop
Angus Young;['Rock and roll', 'Hard rock', 'Blues rock']
Angélla Christie;Gospel music
Ani Batikian;Classical music
Ani Choying Drolma;['Buddhist music', 'Buddhist chant']
Ani DiFranco;['Punk rock', 'Alternative rock', 'Folk rock']
Ani Lorak;['House music', 'Pop music', 'Soul music', 'Synthpop', 'Eurodance', 'Pop rock']
Ani Takidze;['Chamber music', 'Classical music']
Ani Zonneveld;['Pop music', 'Spiritual (music)']
Anika (musician);['Dub music', 'Post-punk', 'Electronic music', 'Avant-garde']
Anika Moa;Pop music
Anil Johnson;['World music', 'Film score', 'Classical music', 'Dance music']
Animals on Wheels;Intelligent dance music
Anina (singer);['Pop music', 'Rock music']
Anindo Chatterjee;Hindustani classical music
Anine Kruse;['Jazz', 'Choir']
Anise K;Pop music
Anish Sood;['Progressive house', 'Techno', 'Electro house']
Anisha Nicole;['Pop music', 'Contemporary R&B', 'Hip hop music']
Anita (singer);Pop music
Anita Antoinette;['Folk music', 'Reggae', 'Soul music']
Anita Auglend;Gothic metal
Anita Bryant;Pop music
Anita Carter;['Country music', 'Folk music']
Anita Cochran;Country music
Anita Doth;['House music', 'Hi-NRG', 'Dance-pop', 'Eurodance']
Anita Hegerland;['Pop music', 'Pop rock']
Anita Kelsey;['House music', 'Trance music', 'UK garage']
Anita Kerr;['Country music', 'Pop music']
Anita Lane;['Alternative rock', 'Post-punk']
Anita Lerche;['Bhangra (music)', 'Folk music', 'Pop music', 'Western music (North America)', 'Bollywood', 'Hymn', 'Jazz', 'Classical music', 'Bhajan', 'Kirtan']
Anita Meyer;['Disco', 'Pop music']
Anita O'Day;['Bebop', 'Vocal jazz']
Anita Perras;Country music
Anita Pointer;['Country music', 'Pop music', 'Rock music', 'Rhythm and blues', 'Soul music', 'Jazz', 'Dance music']
Anita Sarawak;['Pop music', 'Jazz']
Anita Simoncini;Pop music
Anita Singhvi;Ghazal
Anita Traversi;Pop music
Anita Tsoy;['Pop music', 'Pop rock', 'Dance music']
Anita Ward;['Disco', 'Rhythm and blues']
Anita Wilson;['Urban contemporary gospel', 'Christian music']
Anitha Shaiq;['Sufism', 'Ghazal', 'Playback singer']
Anja Eline Skybakmoen;Jazz
Anja Garbarek;['Trip hop', 'Electronica', 'Jazz', 'Experimental music']
Anja Lauvdal;Jazz
Anja Nissen;['Pop music', 'Rhythm and blues']
Anjan Dutt;Folk music
Anjani;['Folk music', 'Jazz']
Anjanibai Malpekar;Hindustani classical music
Anjelika Akbar;Classical music
Anjeza Shahini;['Pop music', 'Soul music', 'Electropop']
Anjulie;['Pop music', 'Indie pop']
Anka Wolbert;['New wave music', 'Synthpop', 'Dark wave', 'Electronic music']
Ankerstjerne;Urban contemporary
Ankie Bagger;['Disco', 'Pop music']
Anla Courtis;['Techno', 'Electronic music', 'Psychedelic music', 'Experimental music']
Anmary;Pop music
Ann-Cathrine Wiklander;['Dansband', 'Schlager music']
Ann-Helen Moen;Classical music
Ann-Louise Hanson;Schlager music
Ann-Mari Edvardsen;['Progressive metal', 'Doom metal', 'Opera', 'Avant-garde', 'Classical music']
Ann (Taiwanese singer);['Indie rock', 'Mandopop', 'Folk']
Ann Boleyn (singer);['Heavy metal music', 'Hard rock']
Ann Breen;['Pop music', 'Celtic music']
Ann Burton;Jazz
Ann Christy (singer);Pop music
Ann Cole;['Rhythm and blues', 'Soul music', 'Gospel music']
Ann Curless;['House music', 'Hi-NRG', 'Dance-pop', 'Dance music', 'Adult contemporary music']
Ann Hampton Callaway;Broadway theatre
Ann Lee (singer);Eurodance
Ann Lewis (musician);Hard rock
Ann Marie Calhoun;['Rock music', 'Bluegrass music']
Ann McCrary;['Contemporary Christian music', 'Gospel music', 'Traditional black gospel', 'Urban contemporary gospel', 'Christian R&B']
Ann McNamee;['Indie rock', 'Alternative rock', 'Indie pop']
Ann Morfee;Classical music
Ann Nesby;['Gospel music', 'Contemporary R&B', 'Dance music']
Ann Peebles;['Blues', 'Rhythm and blues', 'Memphis soul']
Ann Saunderson;['Soul music', 'Dance music']
Ann Savoy;['Folk music', 'Cajun music']
Ann Sexton;['Funk', 'Soul music']
Ann Sophie;['Pop music', 'Soul music', 'Contemporary R&B']
Ann Vriend;['Pop music', 'Soul music', 'Americana (music)', 'Independent music']
Ann Wilson;['Rock music', 'Hard rock', 'Folk rock', 'Pop rock']
Anna-Kajsa Norman;Swedish folk music
Anna-Lena Löfgren;['Gospel music', 'Schlager music']
Anna-Lisa Frykman;Children's music
Anna-Lynne Williams;['Indie rock', 'Folk rock', 'Shoegazing', 'Dream pop']
Anna Abreu;['Rhythm and blues', 'Dance music']
Anna Bergendahl;Folk music
Anna Book;Schlager music
Anna Calvi;['Art rock', 'Indie rock', 'Alternative rock', 'Indie pop']
Anna Carina;['Pop music', 'Pop rock', 'Latin music (genre)', 'Balada_(genre)']
Anna Coogan;Alternative country
Anna David (singer);['Rhythm and blues', 'Soul music']
Anna Depenbusch;['Pop music', 'Jazz', 'Chanson']
Anna Domino;['Art rock', 'Alternative rock', 'Pop rock', 'Dance music']
Anna Eriksson;['Pop music', 'Rock music', 'Schlager music']
Anna Fantastic;['Pop music', 'Jazz']
Anna Fedorova;Classical music
Anna Fegi;['Pop music', 'Musical theatre', 'Music of the Philippines']
Anna Gerasimova;['Psychedelic rock', 'Rock music', 'Blues rock']
Anna Gilbert (musician);['Folk music', 'Pop music', 'Rock music']
Anna Graceman;Folk music
Anna Iriyama;J-pop
Anna Kasyan;Opera
Anna Katharina Kränzlein;['Folk metal', 'Medieval folk rock', 'Classical music']
Anna Katharina Valayil;Playback singer
Anna Mae Winburn;['Big band', 'Jazz']
Anna Malikova;Classical music
Anna Margaret Collins;Pop music
Anna Maria Friman;Medieval music
Anna McGarrigle;Folk music
Anna Murashige;J-pop
Anna Murphy (musician);['Celtic metal', 'Folk metal', 'Pagan metal', 'Melodic death metal']
Anna Nalick;['Pop rock', 'Adult album alternative']
Anna Oxa;Pop rock
Anna Oxygen;['Electropop', 'Psychedelic folk']
Anna Pletnyova;['Pop music', 'Electronic music']
Anna Rose Kessler Moore;['Pop music', 'Rock music', 'Dance music']
Anna Rossinelli;Pop music
Anna Sedokova;Pop music
Anna Semenovich;Pop music
Anna Sentina;['Funk', 'Heavy metal music', 'Hard rock']
Anna Suda;['J-pop', 'Dance music']
Anna Sundstrand;['Pop music', 'Dance music']
Anna Szarmach;['Pop music', 'Jazz']
Anna Tatangelo;['Pop music', 'Dance-pop']
Anna Ternheim;['Blues', 'Country music', 'Indie rock', 'Alternative rock', 'Anti-folk', 'Acoustic music']
Anna Turner (producer);['Ambient music', 'New-age music', 'Space music']
Anna Vinnitskaya;Classical music
Anna Vogelzang;['Folk music', 'Indie pop', 'Indie folk', 'Americana (music)']
Anna t'Haron;Art music
Anna von Hausswolff;['Indie rock', 'Indie pop', 'Drone music']
Annabel (Japanese singer);Pop music
Annabel Fay;Contemporary R&B
Annabel Lamb;['New wave music', 'Synthpop', 'Experimental rock']
Annabella Lwin;['New wave music', 'Pop music', 'Alternative rock']
Annabelle Chvostek;['Folk music', 'Alternative rock', 'Independent music']
Annalisa;['Pop music', 'Soul']
Annamacharya;Carnatic music
Annapurna Devi;Hindustani classical music
Annar Follesø;Baroque music
Annastasia Baker;['Soul music', 'Gospel music', 'Contemporary R&B']
Annbjørg Lien;Folk music
Anne-Karine Strøm;['Pop music', 'Jazz', 'Schlager music']
Anne-Lie Rydé;['Pop music', 'Rock music', 'Dansband', 'Schlager music']
Anne-Marie David;Pop music
Anne-Marie Giørtz;Jazz
Anne-Marie Helder;['Experimental rock', 'Acoustic music']
Anne-Sophie Mutter;Classical music
Anne Akiko Meyers;Classical music
Anne Briggs;Folk music
Anne Clark (poet);['New wave music', 'Dark wave', 'Electronic music', 'Avant-garde']
Anne DeMarinis;['Alternative rock', 'Classical music', 'Independent music']
Anne Denholm;['Harp', 'Contemporary classical music', 'Classical music']
Anne Dudley;['New wave music', 'Electronica', 'Synthpop', 'Film score']
Anne E. DeChant;Folk rock
Anne Eline Riisnæs;Classical music
Anne Etchegoyen;Folk music
Anne Evans;Opera
Anne Gadegaard;['Pop music', 'Europop', 'Eurodance']
Anne Harris (musician);['Blues', 'Country music', 'Folk rock', 'Pop rock']
Anne Hills;Folk music
Anne Janelle;['Blues', 'Folk music']
Anne Laplantine;Electronic music
Anne Lenner;Traditional pop music
Anne Linnet;['Pop music', 'Rock music']
Anne Lorne Gillies;Scottish folk music
Anne Lovett (musician);['Contemporary classical music', 'Crossover music']
Anne Marie Almedal;['Pop music', 'Electronic music']
Anne Marie Cyr;['Pop music', 'Synthpop']
Anne Murray;['Country music', 'Pop music', 'Soft rock', 'Adult contemporary music']
Anne Nurmi;['Gothic rock', 'Dark wave', 'Gothic metal']
Anne Nørdsti;['Country music', 'Dansband']
Anne Preven;Alternative rock
Anne Queffélec;Classical music
Anne Ross;Pop music
Anne Savage (DJ);['House music', 'Electronica', 'Hard trance', 'Techno']
Anne Sylvestre;Chanson
Anneli Drecker;['Pop music', 'Electronica', 'Jazz']
Anneli Saaristo;Pop music
Annemarie Eilfeld;['Electropop', 'Electronic rock']
Annemarie Roelofs;['Jazz', 'Experimental music']
Annesley Malewana;Music of Sri Lanka
Annet Artani;['Rhythm and blues', 'Soul music', 'Pop rock']
Annett Louisan;['Germany', 'Chanson']
Annette A. Aguilar;['Reggae', 'Latin jazz', 'Brazilian jazz']
Annette Beard;['Disco', 'Funk', 'Rock and roll', 'Rhythm and blues', 'Soul music', 'Doo-wop']
Annette Brissett;Reggae
Annette Hanshaw;Jazz
Annette Humpe;['Pop music', 'Rock music']
Annette Moreno;Contemporary Christian music
Annette Snell;['Rhythm and blues', 'Soul music']
Annette Tucker;['Country music', 'Pop music', 'Rock music']
Annie (Norwegian singer);Synthpop
Annie Hardy;['Indie rock', 'Alternative rock', 'Pop punk', 'Freestyle music']
Annie Haslam;['Folk music', 'Pop music', 'Symphonic rock', 'Progressive rock', 'Classical music']
Annie Herring;['Contemporary Christian music', 'Jesus music']
Annie Holland;['Britpop', 'Indie rock', 'Alternative rock']
Annie Khalid;Pop music
Annie Laurie (musician);['Rhythm and blues', 'Jump blues']
Annie Lennox;['New wave music', 'Pop music', 'Rock music', 'Soul music', 'Electronica', 'Synthpop', 'Blue-eyed soul', 'Pop rock', 'Contemporary R&B', 'Jazz', 'Adult contemporary music']
Annie Palmen;Pop music
Annie Ross;Jazz
